woo_product_id,shopify_handle,title,status,vendor,product_type,tags,sku,price,compare_at_price,collection_handles,image_count,variant_count,legacy_woo_id_metafield,seo_title_source,seo_description_source
2357,nip-fab-illuminate-vit-c-fix-serum-1,Nip + Fab Vitamin C Fix Serum 5%,active,Nip + Fab,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Dark spots &amp; Discoloration serums",104-1-item,15.0,,serums-treatment|serums-treatment|nip-fab,1,1,2357,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2358,panoxyl-balancing-repair-moisturizer-with-naicinamide-85g,Panoxyl Balancing Repair Moisturizer With Naicinamide 85G,active,Panoxyl,Moisturizers &amp; Cream,"Skin Care, Moisturizers &amp; Cream",105-1-item,18.0,,moisturizers|panoxyl,1,1,2358,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2359,panoxyl-acne-treatment-bar-113g,Panoxyl Acne Treatment Bar 113G,active,Panoxyl,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment",106-1-item,15.0,,serums-treatment|panoxyl,1,1,2359,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2360,panoxyl-adapalene-gel-usp-0-1-acne-treatment,Panoxyl Adapalene Gel Usp 0.1% Acne Treatment,active,Panoxyl,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, acne treatment",107-1-item,18.0,,serums-treatment|acne-treatment|panoxyl,1,1,2360,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2361,panoxyl-clarifyingexfoliant-2-salicylic-acid-118g,Panoxyl Clarifying Exfoliant 2% Salicylic Acid,active,Panoxyl,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Face Toners, Mist &amp; Essence, Exfoliators, Peels &amp; Scrubs, acne treatment",89-1-item,16.0,,serums-treatment|face-toners-mist-essence|exfoliators-peels-scrubs|acne-treatment|panoxyl,1,1,2361,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2362,palmers-cocoa-butter-massage-lotion-for-stretch-marks-250ml,Palmers Cocoa Butter Massage Lotion For Stretch Marks 250Ml,active,Palmer's,Serums &amp; Treatment,"Skin Care, Bath &amp; Body Care, Serums &amp; Treatment, Body Lotion",90-1-item,15.0,,serums-treatment|body-lotion|palmers,1,1,2362,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2363,im-from-rice-toner-150ml,I'M From Rice Toner 150Ml,active,I’m From,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence",91-1-item,27.0,,face-toners-mist-essence|im-from,1,1,2363,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2364,elf-skin-holy-hydration-face-cream-with-hyaluronic-acid-peptides-50g,ELF Holy Hydration! Face Cream Moisturizer with Broad Spectrum SPF 30,active,Elf,Moisturizers &amp; Cream,"Skin Care, Moisturizers &amp; Cream",92-1-item,16.0,,moisturizers|elf,2,1,2364,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2366,zaron-lip-liner-cappuccino,Zaron Lip Liner Cappuccino,active,Zaron,Lips,Lips,93-1-item,6.0,,lips|zaron,1,1,2366,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2367,absolute-lip-gloss-clear,Absolute Lip Gloss Clear,active,Absolute,Lip Gloss,"Lips, Lip Gloss",94-1-item,2.0,,lips|absolute,1,1,2367,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2368,bs-mall-brush-set,Bs-Mall Brush Set,active,B-Small,Tools &amp; Accessories,"Makeup, Tools &amp; Accessories, Brushes &amp; Beauty Blenders, Brush set, makeup, face",95-1-item,18.0,,tools-accessories|brushes-beauty-blenders|b-small,1,1,2368,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2369,led-660-pro-sutefoto-light-with-tripod-stand,Led 660 Pro Sutefoto Light With Tripod Stand,active,Accessories _make_up,Tools &amp; Accessories,"Tools &amp; Accessories, Beauty Tools",96-1-item,125.0,,tools-accessories|unnamed,1,1,2369,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2370,panel-light-l-3560,Panel Light L-3560,active,Accessories _make_up,Tools &amp; Accessories,"Makeup, Tools &amp; Accessories, Beauty Tools, led light",97-1-item,70.0,,tools-accessories|unnamed,1,1,2370,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2371,telescopic-makeup-chair-foldable,Telescopic Makeup Chair Foldable,active,Accessories _make_up,Beauty Tools,Beauty Tools,98-1-item,130.0,140.0,unnamed,1,1,2371,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2372,tripod-stand,Tripod Stand,active,Accessories _make_up,Tools &amp; Accessories,"Tools &amp; Accessories, Beauty Tools",88-1-item,13.0,,tools-accessories|unnamed,1,1,2372,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2376,ben-nye-clown-white,Ben Nye Clown White,draft,Ben Nye,Eyeshadow,"Eyes, Eyeshadow, Makeup",,12.0,,eyes|ben-nye,1,2,2376,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2740,laneige-lip-mask,Laneige Lip Mask,active,Laneige,Lipbalm,"Lips, Lipbalm, Makeup",85-1-item,6.0,,lips|laneige,1,1,2740,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2746,yglam-blush-palette-bloom,Yglam Blush Palette (Bloom),active,Yglam,Eyeshadow,"Eyes, Eyeshadow, Makeup",84-1-item,18.0,,eyes|yglam,1,1,2746,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
2751,yglam-blush-palette-rouge,Yglam Blush Palette (Rouge),active,Yglam,Eyeshadow,"Eyes, Eyeshadow, Makeup",83-1-item,18.0,,eyes|yglam,1,1,2751,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3571,tonymoly-wonder-ceramide-mochi-toner-500ml,TONYMOLY- Wonder Ceramide Mochi Toner- 500ML,active,Tony Moly,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence, toner, hydration, ceramide",82-1-item,18.0,,face-toners-mist-essence|tony-moly,1,1,3571,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3608,frudia-pomegranate-honey-3in1-lip-balm-10ml,FRUDIA - Pomegranate Honey 3in1 Lip Balm - 10ml,active,Frudia,Lipbalm,"Lips, Lipbalm, lips, lip balm, moisturizing lip balm",81-1-item,5.0,,lips|frudia,1,1,3608,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3610,frudia-my-orchard-hand-cream-pineapple-30g,FRUDIA - My Orchard Hand Cream (pineapple) - 30g,draft,Frudia,Hand cream,"Moisturizers &amp; Cream, Hand cream, hand cream, moisturizer",80-1-item,3.0,,moisturizers|frudia,1,1,3610,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3614,frudia-my-orchard-hand-cream-pineapple-30g-copy,FRUDIA - My Orchard Hand Cream (Dragon fruit) - 30g,draft,Frudia,Hand cream,"Moisturizers &amp; Cream, Hand cream, hand cream, moisturizer",79-1-item,3.0,,moisturizers|frudia,1,1,3614,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3619,illiyoon-hyaluronic-moisture-cream-100ml,ILLIYOON - Hyaluronic Moisture Cream- 100ml,active,illiyoon,Moisturizers &amp; Cream,"Skin Care, Moisturizers &amp; Cream, face, hydration, moisturizer, hyaluronic",78-1-item,15.0,,moisturizers|illiyoon,1,1,3619,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3629,cosrx-acne-pimple-master-patch,COSRX - Acne Pimple Master Patch,draft,Cosrx,Skin Care,"Skin Care, acne treatment, acne treatment, pimples patch",77-1-item,4.0,,acne-treatment|cosrx,1,1,3629,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3631,cosrx-aha-bha-clarifying-treatment-toner-150ml,COSRX - AHA/BHA Clarifying Treatment Toner 150ml,active,Cosrx,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence, Exfoliators, Peels &amp; Scrubs",76-1-item,13.0,,face-toners-mist-essence|exfoliators-peels-scrubs|cosrx,1,1,3631,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3635,vaseline-cocoa-radiant-oil-gel-200ml,Vaseline Cocoa Radiant Oil Gel 200ml,active,Vaseline,Body Moisturizers,"Skin Care, Bath &amp; Body Care, Body Moisturizers, Body Oil",75-1-item,8.99,,body-moisturizers|body-oil|vaseline,1,1,3635,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3639,olay-cleansing-nourishing-body-wash-with-hyaluronic-acid-vitamin-b3-complex-20-fl-oz,Olay Cleansing &amp; Nourishing Body Wash with Hyaluronic Acid &amp; Vitamin B3 Complex 20 fl oz,active,Olay,Body Wash,"Skin Care, Bath &amp; Body Care, Body Wash",74-1-item,20.0,,body-wash|olay,2,1,3639,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3648,olay-collagen-peptide-b3-firming-hydrating-body-lotion-502ml,Olay Collagen Peptide B3 Firming & Hydrating Body Lotion 502ml,active,Olay,Body Moisturizers,"Skin Care, Bath &amp; Body Care, Body Moisturizers, Body Lotion, moisturizer, FIRMING, HYDRATING",73-1-item,20.0,,body-moisturizers|body-lotion|olay,1,1,3648,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3652,olay-collagen-vitamin-b3-body-wash-cleansing-firming-530ml,Olay elasticity boosting collagen peptide body wash,active,Olay,Body Wash,"Skin Care, Bath &amp; Body Care, Body Wash, FIRMING, CLEANSING",72-1-item,20.0,,body-wash|olay,1,1,3652,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3656,olay-tone-evening-and-hydrating-body-lotion-deep-moisture-17oz,"Olay Tone Evening and Hydrating Body Lotion, Deep Moisture, 17oz",draft,Olay,Body Moisturizers,"Skin Care, Bath &amp; Body Care, Body Moisturizers, Body Lotion, HYDRATING, EVEN TONE, BRIGHTENING, MOISTURIZING",70-1-item,20.0,,body-moisturizers|body-lotion|olay,1,1,3656,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3659,olay-daily-recovery-hydration-body-lotion-with-shea-butter-17-oz,Olay Daily Recovery & Hydration Body Lotion with Shea Butter | 17 oz,draft,Olay,Moisturizers &amp; Cream,"Skin Care, Bath &amp; Body Care, Moisturizers &amp; Cream, Body Moisturizers, Body Lotion, hydration, skin repair, shea butter",69-1-item,20.0,,moisturizers|body-moisturizers|body-lotion|olay,1,1,3659,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3661,exfoliating-bath-glove-sponge,Exfoliating Bath Glove Sponge,active,Glove sponge,"Exfoliators, Peels &amp; Scrubs","Bath &amp; Body Care, Exfoliators, Peels &amp; Scrubs, Body Scrubs, Body Wash, sponge, EXFOLIATING, sponge",68-1-item,1.0,,exfoliators-peels-scrubs|body-scrubs|body-wash|tools-accessories|glove-sponge,1,1,3661,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3663,biore-uv-aqua-rich-watery-essence-spf-50-pa-70g-sunscreen,Biore UV Aqua Rich Watery Essence SPF 50+/PA++++ (70g) Sunscreen,active,Biore,Sunscreen,"Skin Care, Sunscreen, sunscreen",67-1-item,15.0,,sunscreen|biore,1,1,3663,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3666,kose-suncut-uv-perfect-gel-spf-50-pa-80g-sunscreen,Kose Suncut UV Perfect Gel SPF 50+ PA++++ (80g) Sunscreen,active,Kose Suncut,Sunscreen,"Skin Care, Sunscreen, sunscreen, spf50",66-1-item,15.0,,sunscreen|kose-suncut,1,1,3666,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3689,faded-brightening-cleansing-bar-for-dark-spots-discoloration-net-wt-3-5oz-2-bars,Topicals Faded Brightening Cleansing Bar For Dark Spots + Discoloration net wt 3.5oz (2 bars),active,Faded,Serums &amp; Treatment,"Skin Care, Bath &amp; Body Care, Serums &amp; Treatment, Face Cleansers &amp; Wash, Body Wash, Dark spots &amp; Discoloration serums",65-1-item,35.99,,serums-treatment|face-cleansers-wash|body-wash|serums-treatment|faded,1,1,3689,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3693,topicals-faded-under-eye-masks-brightening-eye-masks,Topicals Faded Under Eye Masks Brightening Eye Masks,active,Faded,Eyes,"Eyes, Face, Skin Care, Serums &amp; Treatment, Mask, face, BRIGHTENING, under eye",64-1-item,25.0,,eyes|face|serums-treatment|face-mask|faded,1,1,3693,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3698,eos-lip-balm,EOS -Lip Balm,active,Eos,Lipbalm,"Lips, Lipbalm, lip balm, moisturizing lip balm",63-1-item,5.0,,lips|eos,1,1,3698,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3840,naturium-the-energizer-mandelic-acid-body-wash-500ml,Naturium The Energizer Mandelic Acid Body Wash 500ml,active,Naturium,Body Wash,"Skin Care, Bath &amp; Body Care, Body Wash, CLEANSING, EXFOLIATING",62-1-item,25.0,,body-wash|naturium,1,1,3840,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3843,naturium-mandelic-topical-acid-12-face-serum-30ml,Naturium Mandelic Topical Acid 12% Face Serum 30ml,active,Naturium,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Exfoliators, Peels &amp; Scrubs, face, EXFOLIATING, EVEN TONE",61-1-item,25.0,,serums-treatment|exfoliators-peels-scrubs|naturium,1,1,3843,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3845,naturium-azelaic-topical-acid-10-face-serum-30ml,Naturium Azelaic Topical Acid 10% Face Serum 30ml,active,Naturium,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, EVEN TONE, BRIGHTENING",60-1-item,25.0,,serums-treatment|naturium,1,1,3845,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3848,anua-heartleaf-pore-control-cleansing-oil-200ml,Anua Heartleaf Pore Control Cleansing Oil 200ml,active,Anua,Face Cleansers &amp; Wash,"Skin Care, Face Cleansers &amp; Wash",59-1-item,25.0,,face-cleansers-wash|anua,2,1,3848,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3851,anua-heartleaf-lha-moisture-peeling-gel-gentle-face-cleanser-120ml,ANUA Heartleaf LHA Moisture Peeling Gel Gentle Face Cleanser (120ml),active,Anua,Face Cleansers &amp; Wash,"Skin Care, Face Cleansers &amp; Wash, Exfoliators, Peels &amp; Scrubs, face, CLEANSING, EXFOLIATING",58-1-item,22.0,,face-cleansers-wash|exfoliators-peels-scrubs|anua,1,1,3851,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3853,anua-bha-2-gentle-exfoliating-toner-150ml,ANUA BHA 2% Gentle Exfoliating Toner (150ml ),active,Anua,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence, Exfoliators, Peels &amp; Scrubs, face, EXFOLIATING, EVEN TONE, BRIGHTENING",57-1-item,25.0,,face-toners-mist-essence|exfoliators-peels-scrubs|anua,1,1,3853,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3856,anua-peach-70-niacinamide-serum-30ml-brightening-hydrating-face-serum,Anua Peach 70 Niacinamide Serum 30ml / brightening hydrating face serum,active,Anua,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Glow serum, Dark spots &amp; Discoloration serums, HYDRATING, EVEN TONE, BRIGHTENING, hyperpigmentation",56-1-item,25.0,,serums-treatment|serums-treatment|serums-treatment|anua,1,1,3856,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3867,eos-body-lotion-pink-champagne-16fl-473ml,Eos Body Lotion Pink Champagne 16Fl/473Ml,active,Eos,Moisturizers &amp; Cream,"Moisturizers &amp; Cream, Body Moisturizers, Body Lotion",55-1-item,18.0,,moisturizers|body-moisturizers|body-lotion|eos,1,1,3867,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3869,eos-body-lotion-fresh-cozy-16fl-473ml,Eos Body Lotion Fresh +Cozy 16Fl/473Ml,active,Eos,Body Moisturizers,"Bath &amp; Body Care, Body Moisturizers, Body Lotion",54-1-item,18.0,,body-moisturizers|body-lotion|eos,1,1,3869,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3871,topicals-high-roller-ingrown-hair-serum-roll-on-tonic-50ml,Topicals High Roller Ingrown Hair Serum Roll-on Tonic 50ML,active,Faded,Serums &amp; Treatment,"Serums &amp; Treatment, Exfoliators, Peels &amp; Scrubs, Roll On, Dark spots &amp; Discoloration serums, EVEN TONE, BRIGHTENING, dark spots",53-1-item,26.0,,serums-treatment|exfoliators-peels-scrubs|roll-on|serums-treatment|faded,1,1,3871,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3876,advanced-clinicals-5-in-1-multi-correction-anti-aging-eye-serum,Advanced Clinicals 5-in-1 Multi Correction Anti Aging Eye Serum,active,Advanced Clinicals,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Eye cream, BRIGHTENING, under eye, anti aging",52-1-item,15.0,,serums-treatment|serums-treatment|advanced-clinicals,1,1,3876,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3878,advanced-clinicals-dark-spot-brightening-face-moisturizer-lotion,Advanced Clinicals Dark Spot Brightening Face Moisturizer Lotion,active,Advanced Clinicals,Moisturizers &amp; Cream,"Skin Care, Moisturizers &amp; Cream, Glow serum, Dark spots &amp; Discoloration serums, EVEN TONE, BRIGHTENING, skin repair, hyperpigmentation, dark spots",51-1-item,16.0,,moisturizers|serums-treatment|serums-treatment|advanced-clinicals,1,1,3878,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3885,advanced-clinicals-vitamin-c-glow-facial-mist-toner,Advanced Clinicals Vitamin C Glow Facial Mist Toner,active,Advanced Clinicals,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence, Glow serum, Dark spots &amp; Discoloration serums, HYDRATING, EVEN TONE, BRIGHTENING",50-1-item,15.0,,face-toners-mist-essence|serums-treatment|serums-treatment|advanced-clinicals,1,1,3885,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
3887,advanced-clinicals-vitamin-c-face-toner-w-ferulic-acid-rosewater-antioxidant-facial-mist-spray-8-fl-oz,"Advanced Clinicals Vitamin C Face Toner W/Ferulic Acid & Rosewater, Antioxidant Facial Mist Spray 8 Fl Oz",active,Advanced Clinicals,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence, Dark spots &amp; Discoloration serums, Glow spray, HYDRATING, BRIGHTENING, Glow spray, facial mist",49-1-item,15.0,,face-toners-mist-essence|serums-treatment|serums-treatment|advanced-clinicals,1,1,3887,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4013,face-facts-ceramide-repairing-serum-cream-30ml,FaceFacts Ceramide Repairing Serum Cream 30ml,active,Facefacts,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Moisturizers &amp; Cream, moisturizer, hyaluronic, skin repair",48-1-item,5.0,,serums-treatment|moisturizers|facefacts,1,1,4013,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4015,face-facts-vitamin-c-brightening-facial-serum-30ml,FaceFacts Vitamin C Brightening Facial Serum 30ml,active,Facefacts,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Glow serum, EVEN TONE",47-1-item,4.99,,serums-treatment|serums-treatment|facefacts,1,1,4015,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4020,face-facts-ceramide-hydrating-gentle-cleanser,FaceFacts Ceramide Hydrating Gentle Cleanser 140ml,active,Facefacts,Face Cleansers &amp; Wash,"Skin Care, Face Cleansers &amp; Wash",46-1-item,8.99,,face-cleansers-wash|facefacts,1,1,4020,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4022,face-facts-collagen-q10-replenishing-facial-serum,FaceFacts Collagen &amp; Q10 Replenishing Facial Serum,active,Facefacts,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment",45-1-item,4.99,,serums-treatment|facefacts,2,1,4022,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4025,baby-dove-lotion-fragrance-free-moisture-200ml,Baby Dove Lotion Fragrance Free Moisture 200ml,active,Dove,Body Lotion,"Bath &amp; Body Care, Body Lotion, Baby wash &amp; lotion",44-1-item,2.99,,body-lotion|baby-wash-lotion|dove,1,1,4025,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4027,dove-shower-gel-nurturing-cocoa-butter-hibiscus-body-wash-225ml,Dove Shower Gel Nurturing Cocoa Butter & Hibiscus Body Wash 225ml,draft,Dove,Body Wash,"Bath &amp; Body Care, Body Wash",43-1-item,2.49,,body-wash|dove,1,1,4027,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4030,dove-revitalising-body-wash-225ml,Dove Revitalising Body Wash 225ml,draft,Dove,Body Wash,"Bath &amp; Body Care, Body Wash",42-1-item,2.49,,body-wash|dove,1,1,4030,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4032,dove-pampering-body-wash-shea-butter-vanilla-225ml,"Dove, Pampering, Body Wash, Shea Butter & Vanilla 225ml",draft,Dove,Body Wash,"Bath &amp; Body Care, Body Wash, moisturizing lip balm",41-1-item,2.49,,body-wash|dove,1,1,4032,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4034,dove-almond-cream-hibiscus-body-wash-500ml,Dove Almond Cream & Hibiscus Body Wash 500ml,draft,Dove,Body Wash,"Bath &amp; Body Care, Body Wash",40-1-item,4.99,,body-wash|dove,1,1,4034,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4036,dove-indulging-bath-wash-500ml,Dove Indulging Bath Wash 500ml,active,Dove,Body Wash,"Bath &amp; Body Care, Body Wash",39-1-item,4.99,,body-wash|dove,1,1,4036,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4038,sooo-pro-extra-dimensions-highlighter-compact,Sooo Pro Extra Dimensions Highlighter compact,active,Sooo Pro,Bronzers &amp; Highlighters,"Face, Bronzers &amp; Highlighters, Makeup, Face Highlighter",,25.0,,face|sooo-pro,1,2,4038,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4673,annies-beauty-meet-the-brown-eyeshadow-palette,Annies Beauty Meet The Brown Eyeshadow Palette,active,Annies Beauty,Eyeshadow,"Eyeshadow, Makeup",36-1-item,25.0,,annies-beauty,1,2,4673,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4680,annies-beauty-party-girl-eyeshadow-palette,Annies Beauty Party Girl Eyeshadow Palette,active,Annies Beauty,Eyeshadow,"Eyeshadow, Makeup",35-1-item,25.0,,annies-beauty,1,1,4680,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4681,annies-beauty-cheek-orgasm-blush-palette,Annies Beauty Cheek Orgasm Blush Palette Vol 1,active,Annies Beauty,Blushes,"Blushes, Highlight &amp; Contour, Makeup",34-1-item,20.0,,annies-beauty,1,1,4681,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4682,tree-hut-foaming-gel-wash,Tree Hut Foaming Gel Wash,active,Tree Hut,Body Wash,"Bath &amp; Body Care, Body Wash",,12.0,,body-wash|tree-hut,1,4,4682,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4697,tree-hut-whipped-body-butter,Tree Hut Whipped Body Butter,active,Tree Hut,Moisturizers &amp; Cream,"Bath &amp; Body Care, Moisturizers &amp; Cream, Body Lotion, Body Butter",,13.0,,moisturizers|body-lotion|body-butter|tree-hut,1,2,4697,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4702,aveeno-baby-daily-moisturizing-cream-with-prebiotic-oat-with-coconut-oil-shea-butter-12fl,"Aveeno Baby Daily Moisturizing Cream with Prebiotic Oat, with Coconut Oil & Shea Butter  15fl",active,Aveeno,Body Lotion,"Bath &amp; Body Care, Body Lotion, Baby wash &amp; lotion, moisturizer, MOISTURISING",27-1-item,15.0,,body-lotion|baby-wash-lotion|aveeno,1,1,4702,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4706,aveeno-baby-daily-care-gift-set-with-oat-extract-prebiotic-oat-contains-daily-moisturizing-body-lotion-gentle-2-in-1-baby-bath-wash-shampoo-pack-of-2,"Aveeno Baby Daily Care Gift Set with Oat Extract & Prebiotic Oat, Contains Daily Moisturizing Body Lotion & Gentle 2-in-1 Baby Bath Wash & Shampoo (Pack of 2)",active,Aveeno,Moisturizers &amp; Cream,"Bath &amp; Body Care, Moisturizers &amp; Cream, Body Moisturizers, Body Wash, Body Lotion, Baby wash &amp; lotion",26-1-item,22.99,,moisturizers|body-moisturizers|body-wash|body-lotion|baby-wash-lotion|aveeno,1,1,4706,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
4711,timeless-skin-care-vitamin-c-serum-with-vitamin-e-ferulic-acid-20-vitamin-c-brightening-serum-1-oz,Timeless Skin Care Vitamin C Serum with Vitamin E &amp; Ferulic Acid - 20% Vitamin C Brightening Serum - 1 oz,active,Timeless,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, Glow serum, Dark spots &amp; Discoloration serums",25-1-item,28.99,,serums-treatment|serums-treatment|serums-treatment|timeless,1,1,4711,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
5103,vaseline-vitamin-b3-body-oil-200ml,Vaseline Vitamin B3 Body oil 200ml,active,Vaseline,Body Oil,"Bath &amp; Body Care, Body Oil",24-1-item,12.0,,body-oil|vaseline,1,1,5103,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
5110,vaseline-healthy-plus-bar-soap-vit-b3-healthy-bright-3x75g,Vaseline Healthy Plus Bar Soap Vit B3 Healthy Bright (3x75g),active,Vaseline,Body Wash,"Bath &amp; Body Care, Body Wash",23-1-item,3.0,,body-wash|vaseline,1,1,5110,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
5111,cosrx-advanced-snail-92-all-in-one-cream-tube-100g,Cosrx Advanced Snail 92 All in one Cream Tube 100g,draft,Cosrx,Moisturizers &amp; Cream,"Skin Care, Moisturizers &amp; Cream",22-1-item,20.0,,moisturizers|cosrx,1,1,5111,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
5112,zapzyt-acne-treatment-gel,ZAPZYT Acne Treatment Gel,active,Zapzyt,Serums &amp; Treatment,"Skin Care, Serums &amp; Treatment, acne treatment",21-1-item,15.0,,serums-treatment|acne-treatment|zapzyt,1,1,5112,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
5115,missha-vita-c-plus-brightening-toner-200ml,Missha Vita C Plus Brightening Toner 200ml,active,Missha,"Face Toners, Mist &amp; Essence","Skin Care, Face Toners, Mist &amp; Essence, Dark spots &amp; Discoloration serums",20-1-item,19.99,,face-toners-mist-essence|serums-treatment|missha,1,1,5115,product title (no per-product SEO override found in source),"product description, truncated (no per-product SEO override found in source)"
